side,entry_time,exit_time,entry_price,exit_price,quantity,margin,leverage,gross_pnl,fees,net_pnl,result,exit_reason,signal_score,pattern_type,tp_price,sl_price,atr_at_entry,rsi_at_entry,htf_trend
short,1769373899999,1769374799999,117.92,117.825664,0.290834,3.4295,10.0,0.027436,0.027436,-0.0,loss,breakeven,14,trend_follow,116.9874,117.8257,1.1657,29.01,down
short,1769436899999,1769437799999,122.84,123.025143,0.199418,2.4497,10.0,-0.036921,0.019597,-0.056518,loss,stop_loss,7,engulfing,122.5931,123.0251,0.3086,57.09,neutral
long,1769438699999,1769439599999,123.62,123.783393,0.275824,3.4097,10.0,0.045068,0.027278,0.01779,win,trailing_stop,12,breakout,123.8971,123.7189,0.3464,66.11,neutral
long,1769440499999,1769441399999,124.91,125.079107,0.273474,3.416,10.0,0.046246,0.027328,0.018919,win,trailing_stop,14,breakout,125.2969,125.0099,0.4836,79.61,neutral
long,1769444099999,1769444999999,123.86,124.445143,0.197376,2.4447,10.0,0.115493,0.019558,0.095936,win,take_profit,8,trend_follow,124.4451,123.9591,0.7314,63.79,neutral
long,1769449499999,1769450399999,123.82,124.178393,0.199377,2.4687,10.0,0.071455,0.019749,0.051706,win,trailing_stop,9,trend_follow,124.5931,123.9191,0.9664,57.78,neutral
long,1769463899999,1769464799999,124.58,124.679664,0.199198,2.4816,10.0,0.019853,0.019853,0.0,win,breakeven,9,trend_follow,125.0371,124.6797,0.5714,52.77,neutral
long,1769481899999,1769482799999,124.91,125.021607,0.198672,2.4816,10.0,0.022173,0.019853,0.00232,win,trailing_stop,9,trend_follow,125.2249,125.0099,0.3936,61.29,neutral
long,1769487299999,1769488199999,124.9,124.658714,0.198734,2.4822,10.0,-0.047952,0.019858,-0.067809,loss,stop_loss,7,trend_follow,125.2217,124.6587,0.4021,65.05,neutral
short,1769505299999,1769506199999,123.64,123.541088,0.279144,3.4513,10.0,0.027611,0.027611,-0.0,loss,breakeven,17,breakout,123.3897,123.5411,0.3129,33.48,neutral
short,1769520599999,1769521499999,123.39,123.171714,0.279709,3.4513,10.0,0.061057,0.027611,0.033446,win,take_profit,15,trend_follow,123.1717,123.2913,0.2729,42.36,neutral
short,1769527799999,1769528699999,123.64,123.937429,0.280091,3.463,10.0,-0.083307,0.027704,-0.111011,loss,stop_loss,12,engulfing,123.2434,123.9374,0.4957,44.23,down
long,1769540399999,1769543099999,125.81,126.044821,0.272171,3.4242,10.0,0.063912,0.027393,0.036518,win,trailing_stop,13,trend_follow,126.5306,125.9106,0.9007,61.55,neutral
long,1769544899999,1769545799999,126.37,127.004857,0.271977,3.437,10.0,0.172666,0.027496,0.14517,win,take_profit,10,engulfing,127.0049,126.4711,0.7936,48.04,up
long,1769547599999,1769548499999,127.36,127.65625,0.273852,3.4878,10.0,0.081129,0.027902,0.053226,win,trailing_stop,16,breakout,127.948,127.4619,0.735,72.58,up
long,1769593499999,1769594399999,127.3,127.511964,0.275444,3.5064,10.0,0.058384,0.028051,0.030333,win,trailing_stop,10,engulfing,127.6137,127.4018,0.3921,53.82,up
long,1769600699999,1769601599999,127.55,127.884857,0.275737,3.517,10.0,0.092332,0.028136,0.064196,win,take_profit,10,ema_pullback,127.8849,127.652,0.4186,57.38,up
long,1769607899999,1769608799999,127.66,127.762128,0.277259,3.5395,10.0,0.028316,0.028316,-0.0,loss,breakeven,12,trend_follow,128.012,127.7621,0.44,48.49,up
short,1769613299999,1769614199999,125.83,125.6525,0.281292,3.5395,10.0,0.049929,0.028316,0.021613,win,trailing_stop,14,breakout,125.406,125.7293,0.53,28.71,neutral
short,1769615999999,1769616899999,126.07,125.83625,0.200969,2.5336,10.0,0.046976,0.020269,0.026708,win,trailing_stop,8,trend_follow,125.602,125.9691,0.585,29.84,neutral
short,1769651999999,1769652899999,124.33,124.230536,0.286045,3.5564,10.0,0.028451,0.028451,-0.0,loss,breakeven,12,trend_follow,124.0191,124.2305,0.3886,29.29,neutral
short,1769654699999,1769655599999,123.69,123.336286,0.287526,3.5564,10.0,0.101702,0.028451,0.073251,win,take_profit,19,breakout,123.3363,123.591,0.4421,24.12,down
short,1769657399999,1769658299999,122.87,122.771704,0.291531,3.582,10.0,0.028656,0.028656,0.0,win,breakeven,17,breakout,122.442,122.7717,0.535,18.04,down
short,1769686199999,1769687099999,122.8,123.011286,0.291697,3.582,10.0,-0.061631,0.028656,-0.090288,loss,stop_loss,17,ema_pullback,122.5183,123.0113,0.3521,33.45,down
short,1769690699999,1769691599999,122.68,122.581856,0.289407,3.5504,10.0,0.028404,0.028404,0.0,win,breakeven,13,ema_pullback,122.452,122.5819,0.285,37.13,down
short,1769697899999,1769698799999,121.27,120.973429,0.292772,3.5504,10.0,0.086828,0.028404,0.058424,win,take_profit,18,breakout,120.9734,121.173,0.3707,20.2,down
short,1769704199999,1769705099999,117.4,118.070714,0.304164,3.5709,10.0,-0.204007,0.028567,-0.232574,loss,stop_loss,14,engulfing,116.5057,118.0707,1.1179,23.62,down
short,1769708699999,1769709599999,118.49,118.017857,0.294496,3.4895,10.0,0.139044,0.027916,0.111128,win,trailing_stop,15,ema_pullback,117.4089,118.3952,1.3514,32.27,down
short,1769711399999,1769712299999,117.02,116.926384,0.30152,3.5284,10.0,0.028227,0.028227,-0.0,loss,breakeven,18,engulfing,115.9674,116.9264,1.3157,35.37,down
short,1769713199999,1769714999999,115.78,115.687376,0.304749,3.5284,10.0,0.028227,0.028227,0.0,win,breakeven,20,breakout,114.8617,115.6874,1.1479,34.96,down
long,1769794199999,1769795099999,117.53,116.848143,0.214437,2.5203,10.0,-0.146215,0.020162,-0.166377,loss,stop_loss,9,engulfing,118.4391,116.8481,1.1364,59.33,neutral
long,1769798699999,1769799599999,117.16,118.084,0.211564,2.4787,10.0,0.195485,0.019829,0.175655,win,take_profit,9,engulfing,118.084,117.2537,1.155,53.54,neutral
short,1769840999999,1769841899999,117.94,118.135429,0.213888,2.5226,10.0,-0.0418,0.020181,-0.061981,loss,stop_loss,7,engulfing,117.6794,118.1354,0.3257,42.86,neutral
short,1769845499999,1769847299999,117.33,117.016857,0.299151,3.5099,10.0,0.093677,0.028079,0.065597,win,take_profit,12,breakout,117.0169,117.2361,0.3914,29.83,neutral
short,1769865299999,1769866199999,114.95,114.745536,0.307342,3.5329,10.0,0.06284,0.028263,0.034577,win,trailing_stop,16,trend_follow,114.5483,114.858,0.5021,29.26,down
short,1769867099999,1769867999999,114.0,113.872857,0.310965,3.545,10.0,0.039537,0.02836,0.011177,win,trailing_stop,19,breakout,113.6389,113.9088,0.4514,24.35,down
short,1769887799999,1769888699999,102.66,102.577872,0.345696,3.5489,10.0,0.028391,0.028391,-0.0,loss,breakeven,12,trend_follow,100.7366,102.5779,2.4043,29.64,down
short,1769943599999,1769944499999,103.75,104.171714,0.342064,3.5489,10.0,-0.144253,0.028391,-0.172644,loss,stop_loss,17,breakout,103.1877,104.1717,0.7029,45.84,down
short,1769954399999,1769955299999,104.45,104.36644,0.333986,3.4885,10.0,0.027908,0.027908,0.0,win,breakeven,14,ema_pullback,103.814,104.3664,0.795,43.08,down
short,1769956199999,1769957099999,103.2,102.557714,0.338031,3.4885,10.0,0.217113,0.027908,0.189205,win,take_profit,19,breakout,102.5577,103.1174,0.8029,46.43,down
short,1769958899999,1769959799999,101.73,100.927714,0.349426,3.5547,10.0,0.280339,0.028438,0.251901,win,take_profit,17,breakout,100.9277,101.6486,1.0029,28.45,down
short,1769964299999,1769965199999,101.65,101.56868,0.358374,3.6429,10.0,0.029143,0.029143,0.0,win,breakeven,13,ema_pullback,100.5877,101.5687,1.3279,23.75,down
short,1769976899999,1769977799999,101.31,100.598571,0.359577,3.6429,10.0,0.255813,0.029143,0.22667,win,take_profit,16,ema_pullback,100.5986,101.229,0.8893,47.17,down
short,1769980499999,1769981399999,100.86,100.392857,0.369047,3.7222,10.0,0.172398,0.029778,0.14262,win,trailing_stop,13,ema_pullback,100.0189,100.7793,1.0514,46.22,down
short,1769983199999,1769984099999,100.85,101.473143,0.374033,3.7721,10.0,-0.233076,0.030177,-0.263253,loss,stop_loss,11,ema_pullback,100.0191,101.4731,1.0386,32.04,down
short,1769987699999,1769988599999,100.0,99.056571,0.367998,3.68,10.0,0.34718,0.02944,0.31774,win,take_profit,16,breakout,99.0566,99.92,1.1793,39.17,down
short,1769994899999,1769995799999,100.72,100.639424,0.376409,3.7912,10.0,0.03033,0.03033,-0.0,loss,breakeven,13,trend_follow,99.492,100.6394,1.535,47.24,down
short,1770002099999,1770002999999,99.07,97.988286,0.382678,3.7912,10.0,0.413949,0.03033,0.383619,win,take_profit,15,ema_pullback,97.9883,98.9907,1.3521,38.3,down
short,1770010199999,1770011099999,98.53,98.041607,0.398403,3.9255,10.0,0.194577,0.031404,0.163173,win,trailing_stop,15,ema_pullback,97.3409,98.4512,1.4864,38.13,down
long,1770043499999,1770044399999,104.37,104.659643,0.381582,3.9826,10.0,0.110522,0.031861,0.078662,win,trailing_stop,12,breakout,104.8511,104.4535,0.6014,65.65,neutral
long,1770045299999,1770046199999,104.78,105.370857,0.382716,4.0101,10.0,0.226131,0.032081,0.19405,win,take_profit,11,trend_follow,105.3709,104.8638,0.7386,67.21,neutral
short,1770086699999,1770087599999,103.15,102.698,0.395349,4.078,10.0,0.178698,0.032624,0.146073,win,take_profit,10,trend_follow,102.698,103.0675,0.565,28.46,neutral
long,1770107399999,1770109199999,104.87,104.531429,0.281242,2.9494,10.0,-0.095221,0.023595,-0.118816,loss,stop_loss,8,engulfing,105.3214,104.5314,0.5643,52.09,neutral
short,1770110099999,1770110999999,103.14,102.672571,0.396312,4.0876,10.0,0.185247,0.0327,0.152547,win,take_profit,15,trend_follow,102.6726,103.0575,0.5843,42.0,neutral
short,1770113699999,1770114599999,102.88,102.797696,0.402503,4.141,10.0,0.033128,0.033128,-0.0,loss,breakeven,15,trend_follow,102.3869,102.7977,0.6164,41.43,down
short,1770129899999,1770130799999,101.99,101.600286,0.406015,4.141,10.0,0.15823,0.033128,0.125102,win,take_profit,15,breakout,101.6003,101.9084,0.4871,30.11,neutral
short,1770136199999,1770137099999,100.36,100.279712,0.416973,4.1847,10.0,0.033478,0.033478,-0.0,loss,breakeven,20,breakout,99.5194,100.2797,1.0507,34.76,down
short,1770137999999,1770138899999,100.73,100.119464,0.415441,4.1847,10.0,0.253642,0.033478,0.220164,win,trailing_stop,15,trend_follow,99.8037,100.6494,1.1579,37.86,down
short,1770140699999,1770142499999,99.06,98.980752,0.430224,4.2618,10.0,0.034094,0.034094,0.0,win,breakeven,18,breakout,98.0829,98.9808,1.2214,32.52,down
short,1770143399999,1770144299999,97.9,97.82168,0.435321,4.2618,10.0,0.034094,0.034094,0.0,win,breakeven,21,retest,96.92,97.8217,1.225,36.25,down
short,1770145199999,1770146099999,96.84,97.547571,0.440086,4.2618,10.0,-0.311392,0.034094,-0.345487,loss,stop_loss,21,retest,95.8966,97.5476,1.1793,24.08,down
short,1770149699999,1770150599999,98.5,99.177143,0.420393,4.1409,10.0,-0.284666,0.033127,-0.317793,loss,stop_loss,14,trend_follow,97.5971,99.1771,1.1286,35.39,down
short,1770156899999,1770157799999,99.56,99.480352,0.404746,4.0296,10.0,0.032237,0.032237,0.0,win,breakeven,14,ema_pullback,98.6011,99.4804,1.1986,61.38,down
short,1770184799999,1770185699999,97.02,96.942384,0.415342,4.0296,10.0,0.032237,0.032237,0.0,win,breakeven,15,breakout,96.4686,96.9424,0.6893,38.1,down
short,1770196499999,1770197399999,97.33,96.997321,0.414019,4.0296,10.0,0.137735,0.032237,0.105498,win,trailing_stop,13,ema_pullback,96.7306,97.2521,0.7493,47.81,down
short,1770212699999,1770213599999,94.85,94.287143,0.428737,4.0666,10.0,0.241318,0.032533,0.208785,win,take_profit,16,ema_pullback,94.2871,94.7741,0.7036,28.63,down
short,1770226199999,1770227099999,90.59,90.517528,0.456965,4.1396,10.0,0.033117,0.033117,0.0,win,breakeven,15,breakout,89.4871,90.5175,1.3786,26.54,down
short,1770228899999,1770229799999,90.7,90.62744,0.456411,4.1396,10.0,0.033117,0.033117,-0.0,loss,breakeven,13,engulfing,89.5,90.6274,1.5,30.11,down
short,1770240599999,1770241499999,92.02,91.66,0.449864,4.1396,10.0,0.161951,0.033117,0.128834,win,trailing_stop,14,ema_pullback,91.156,91.9464,1.08,53.12,down
short,1770290999999,1770291899999,88.92,89.46,0.470618,4.1847,10.0,-0.254134,0.033478,-0.287612,loss,stop_loss,20,breakout,88.2,89.46,0.9,39.69,down
short,1770298199999,1770299999999,88.45,88.37924,0.461738,4.0841,10.0,0.032673,0.032673,0.0,win,breakeven,15,ema_pullback,87.5586,88.3792,1.1143,25.27,down
short,1770303599999,1770304499999,88.6,87.646286,0.460956,4.0841,10.0,0.439621,0.032673,0.406948,win,take_profit,13,engulfing,87.6463,88.5291,1.1921,47.79,down
short,1770307199999,1770308099999,84.61,84.084643,0.499528,4.2265,10.0,0.262431,0.033812,0.228619,win,trailing_stop,17,trend_follow,83.3471,84.5423,1.5786,28.19,down
short,1770311699999,1770312599999,84.08,82.596571,0.512193,4.3065,10.0,0.759802,0.034452,0.72535,win,take_profit,14,engulfing,82.5966,84.0127,1.8543,36.21,down
short,1770313499999,1770314399999,83.61,83.543112,0.545437,4.5604,10.0,0.036483,0.036483,0.0,win,breakeven,13,trend_follow,81.9511,83.5431,2.0736,31.36,down
short,1770316199999,1770317099999,82.01,81.944392,0.556078,4.5604,10.0,0.036483,0.036483,-0.0,loss,breakeven,18,breakout,80.3877,81.9444,2.0279,28.45,down
short,1770327899999,1770328799999,79.34,78.787679,0.574791,4.5604,10.0,0.31747,0.036483,0.280986,win,trailing_stop,13,engulfing,78.0354,79.2765,1.6307,33.55,down
long,1770389099999,1770389999999,84.35,84.976286,0.552311,4.6587,10.0,0.345904,0.03727,0.308634,win,take_profit,12,breakout,84.9763,84.4175,0.7829,77.97,neutral
long,1770394499999,1770395399999,85.14,85.973143,0.39991,3.4048,10.0,0.333182,0.027239,0.305943,win,take_profit,9,engulfing,85.9731,85.2081,1.0414,75.24,neutral
long,1770396299999,1770397199999,86.73,86.799384,0.561956,4.8738,10.0,0.038991,0.038991,-0.0,loss,breakeven,15,retest,87.6826,86.7994,1.1907,76.0,neutral
long,1770398999999,1770399899999,88.04,88.424464,0.553594,4.8738,10.0,0.212837,0.038991,0.173846,win,trailing_stop,14,breakout,88.9857,88.1104,1.1821,81.97,neutral
short,1770448499999,1770449399999,84.86,84.3,0.581509,4.9347,10.0,0.325645,0.039478,0.286168,win,take_profit,16,breakout,84.3,84.7921,0.7,23.82,neutral
long,1770539399999,1770540299999,87.91,88.199143,0.572727,5.0348,10.0,0.1656,0.040279,0.125321,win,take_profit,10,engulfing,88.1991,87.9803,0.3614,59.54,up
long,1770541199999,1770542099999,88.65,88.868571,0.572894,5.0787,10.0,0.125218,0.04063,0.084589,win,trailing_stop,15,retest,89.0386,88.7209,0.4857,72.37,up
long,1770555599999,1770556499999,88.17,88.240536,0.413837,3.6488,10.0,0.02919,0.02919,0.0,win,breakeven,9,ema_pullback,88.6626,88.2405,0.6157,47.57,up
long,1770557399999,1770558299999,88.66,88.302143,0.576169,5.1083,10.0,-0.206186,0.040867,-0.247053,loss,stop_loss,14,ema_pullback,89.1371,88.3021,0.5964,60.23,up
short,1770569099999,1770569999999,86.67,86.240286,0.579422,5.0218,10.0,0.248986,0.040175,0.208811,win,take_profit,12,engulfing,86.2403,86.6007,0.5371,35.67,neutral
short,1770597899999,1770598799999,86.62,86.550704,0.588193,5.0949,10.0,0.040759,0.040759,-0.0,loss,breakeven,12,ema_pullback,86.016,86.5507,0.755,44.49,down
short,1770601499999,1770602399999,86.25,86.181,0.590717,5.0949,10.0,0.040759,0.040759,0.0,win,breakeven,13,engulfing,85.5729,86.181,0.8464,44.77,down
short,1770617699999,1770618599999,86.66,86.255429,0.587922,5.0949,10.0,0.237856,0.040759,0.197097,win,take_profit,10,engulfing,86.2554,86.5907,0.5057,37.87,neutral
short,1770623099999,1770623999999,85.45,85.298393,0.60432,5.1639,10.0,0.091619,0.041311,0.050308,win,trailing_stop,18,breakout,85.1031,85.3816,0.4336,26.25,down
short,1770625799999,1770626699999,84.77,84.406571,0.611245,5.1815,10.0,0.222144,0.041452,0.180692,win,take_profit,18,breakout,84.4066,84.7022,0.4543,19.16,down
short,1770657299999,1770658199999,85.77,86.262857,0.43678,3.7463,10.0,-0.21527,0.02997,-0.24524,loss,stop_loss,6,engulfing,85.1129,86.2629,0.8214,64.25,neutral
long,1770659099999,1770659999999,87.87,87.940296,0.587109,5.1589,10.0,0.041271,0.041271,-0.0,loss,breakeven,14,breakout,88.566,87.9403,0.87,77.61,neutral
long,1770662699999,1770663599999,87.73,87.800184,0.420033,3.685,10.0,0.02948,0.02948,-0.0,loss,breakeven,7,trend_follow,88.4923,87.8002,0.9529,67.89,neutral
short,1770694199999,1770695099999,85.85,85.486,0.600924,5.1589,10.0,0.218736,0.041271,0.177465,win,take_profit,16,breakout,85.486,85.7813,0.455,35.89,neutral
short,1770704999999,1770705899999,85.44,85.208214,0.611077,5.221,10.0,0.141639,0.041768,0.099871,win,trailing_stop,13,trend_follow,85.0617,85.3716,0.4729,32.27,down
short,1770706799999,1770707699999,84.6,84.883286,0.621276,5.256,10.0,-0.175999,0.042048,-0.218047,loss,stop_loss,18,retest,84.2223,84.8833,0.4721,31.99,down
short,1770723899999,1770724799999,84.06,83.773714,0.616189,5.1797,10.0,0.176406,0.041437,0.134969,win,take_profit,14,breakout,83.7737,83.9928,0.3579,37.11,down
short,1770727499999,1770728399999,83.91,83.781429,0.62292,5.2269,10.0,0.08009,0.041815,0.038274,win,trailing_stop,13,ema_pullback,83.6174,83.8429,0.3657,25.13,down
short,1770734699999,1770735599999,83.67,83.296857,0.626308,5.2403,10.0,0.233702,0.041923,0.19178,win,take_profit,15,breakout,83.2969,83.6031,0.4664,40.45,down
short,1770749999999,1770750899999,82.94,82.873648,0.639913,5.3074,10.0,0.04246,0.04246,-0.0,loss,breakeven,17,breakout,82.4217,82.8736,0.6479,35.27,neutral
short,1770759899999,1770761699999,82.18,82.537,0.645831,5.3074,10.0,-0.230562,0.04246,-0.273021,loss,stop_loss,13,breakout,81.704,82.537,0.595,20.32,down
short,1770784199999,1770785099999,82.58,82.193143,0.631131,5.2119,10.0,0.244158,0.041695,0.202463,win,take_profit,14,trend_follow,82.1931,82.5139,0.4836,39.01,down
short,1770785999999,1770786899999,81.98,82.301429,0.644394,5.2827,10.0,-0.207127,0.042262,-0.249389,loss,stop_loss,17,retest,81.5514,82.3014,0.5357,35.19,down
short,1770790499999,1770791399999,80.93,80.715536,0.641969,5.1955,10.0,0.13768,0.041564,0.096116,win,trailing_stop,19,breakout,80.4963,80.8653,0.5421,19.32,down
short,1770792299999,1770793199999,81.16,80.870179,0.644295,5.2291,10.0,0.186731,0.041833,0.144898,win,trailing_stop,17,trend_follow,80.6474,81.0951,0.6407,29.77,down
short,1770806699999,1770807599999,80.66,80.504464,0.654576,5.2798,10.0,0.10181,0.042239,0.059571,win,trailing_stop,11,engulfing,80.3257,80.5955,0.4179,49.3,down
short,1770821999999,1770822899999,79.95,79.378,0.662997,5.3007,10.0,0.379234,0.042405,0.336829,win,take_profit,17,breakout,79.378,79.886,0.715,38.55,down
short,1770828299999,1770829199999,79.18,79.116656,0.684334,5.4186,10.0,0.043348,0.043348,0.0,win,breakeven,16,ema_pullback,78.292,79.1167,1.11,40.25,down
long,1770887699999,1770888599999,81.29,81.557429,0.666571,5.4186,10.0,0.17826,0.043348,0.134912,win,take_profit,13,breakout,81.5574,81.355,0.3343,64.31,neutral
long,1770893999999,1770894899999,82.19,81.944857,0.665017,5.4658,10.0,-0.163024,0.043726,-0.20675,loss,stop_loss,12,breakout,82.5169,81.9449,0.4086,74.29,neutral
long,1770895799999,1770896699999,82.15,82.21572,0.656532,5.3934,10.0,0.043147,0.043147,-0.0,loss,breakeven,10,trend_follow,82.5014,82.2157,0.4393,70.06,neutral
long,1770903899999,1770904799999,81.6,81.942286,0.472112,3.8524,10.0,0.161597,0.030819,0.130778,win,take_profit,9,engulfing,81.9423,81.6653,0.4279,50.0,neutral
short,1770905699999,1770906599999,81.37,81.304904,0.477465,3.8851,10.0,0.031081,0.031081,-0.0,loss,breakeven,7,engulfing,80.9934,81.3049,0.4707,46.45,neutral
short,1770907499999,1770908399999,81.14,81.075088,0.670345,5.4392,10.0,0.043513,0.043513,0.0,win,breakeven,10,engulfing,80.7651,81.0751,0.4686,40.79,neutral
long,1770910199999,1770911099999,81.37,81.435096,0.477465,3.8851,10.0,0.031081,0.031081,-0.0,loss,breakeven,8,engulfing,81.8186,81.4351,0.5607,43.69,neutral
short,1770912899999,1770913799999,79.02,78.456,0.68833,5.4392,10.0,0.388218,0.043513,0.344705,win,take_profit,18,breakout,78.456,78.9568,0.705,30.62,down
short,1770915599999,1770916499999,78.3,77.589714,0.710067,5.5598,10.0,0.504351,0.044479,0.459872,win,take_profit,18,trend_follow,77.5897,78.2374,0.8879,32.08,down
short,1770919199999,1770920999999,77.9,77.448929,0.734375,5.7208,10.0,0.331256,0.045766,0.285489,win,trailing_stop,15,engulfing,77.1354,77.8377,0.9557,24.64,down
short,1770926399999,1770927299999,77.62,77.31375,0.749898,5.8207,10.0,0.229656,0.046566,0.18309,win,trailing_stop,13,ema_pullback,76.904,77.5579,0.895,43.32,down
short,1770964199999,1770965099999,78.01,77.947592,0.754363,5.8848,10.0,0.047078,0.047078,0.0,win,breakeven,11,engulfing,77.7129,77.9476,0.3714,30.14,down
long,1770973199999,1770974099999,79.73,79.471571,0.738089,5.8848,10.0,-0.190743,0.047078,-0.237822,loss,stop_loss,13,breakout,80.0746,79.4716,0.4307,66.91,neutral
long,1770977699999,1770978599999,80.12,80.315179,0.724107,5.8015,10.0,0.14133,0.046412,0.094918,win,trailing_stop,14,breakout,80.4554,80.1841,0.4193,75.56,neutral
long,1770989399999,1770990299999,80.33,80.628286,0.518821,4.1677,10.0,0.154757,0.033342,0.121415,win,take_profit,7,engulfing,80.6283,80.3943,0.3729,59.83,neutral
long,1770992999999,1770993899999,80.59,80.934571,0.520914,4.198,10.0,0.179492,0.033584,0.145908,win,take_profit,8,engulfing,80.9346,80.6545,0.4307,53.65,neutral
long,1770995699999,1770996599999,82.32,82.764571,0.720157,5.9283,10.0,0.320161,0.047427,0.272735,win,take_profit,16,breakout,82.7646,82.3859,0.5557,73.72,neutral
long,1771008299999,1771009199999,85.18,85.248144,0.707184,6.0238,10.0,0.04819,0.04819,0.0,win,breakeven,14,breakout,85.8366,85.2481,0.8207,80.95,up
long,1771014599999,1771015499999,84.54,84.607632,0.508955,4.3027,10.0,0.034422,0.034422,0.0,win,breakeven,7,ema_pullback,84.9509,84.6076,0.5136,55.59,up
long,1771029899999,1771030799999,84.96,85.027968,0.709015,6.0238,10.0,0.04819,0.04819,-0.0,loss,breakeven,11,ema_pullback,85.1869,85.028,0.2836,47.09,up
long,1771055999999,1771056899999,85.19,85.360286,0.505072,4.3027,10.0,0.086007,0.034422,0.051585,win,take_profit,9,ema_pullback,85.3603,85.2582,0.2129,56.72,up
long,1771058699999,1771059599999,86.06,86.290286,0.70205,6.0418,10.0,0.161672,0.048335,0.113337,win,take_profit,15,engulfing,86.2903,86.1288,0.2879,76.67,up
long,1771067699999,1771068599999,86.64,86.934857,0.701929,6.0815,10.0,0.206969,0.048652,0.158317,win,take_profit,15,breakout,86.9349,86.7093,0.3686,78.29,up
long,1771070399999,1771072199999,87.29,87.047429,0.70305,6.1369,10.0,-0.17054,0.049095,-0.219635,loss,stop_loss,19,breakout,87.6134,87.0474,0.4043,81.75,up
long,1771074899999,1771075799999,86.75,86.520286,0.698565,6.0601,10.0,-0.16047,0.04848,-0.208951,loss,stop_loss,13,ema_pullback,87.0563,86.5203,0.3829,63.07,up
long,1771078499999,1771079399999,86.8,86.86944,0.689737,5.9869,10.0,0.047895,0.047895,0.0,win,breakeven,15,ema_pullback,87.1829,86.8694,0.4786,61.92,up
long,1771080299999,1771081199999,87.02,87.434857,0.687993,5.9869,10.0,0.285419,0.047895,0.237524,win,take_profit,15,engulfing,87.4349,87.0896,0.5186,55.43,up
long,1771109099999,1771109999999,88.6,88.67088,0.685107,6.0701,10.0,0.04856,0.04856,0.0,win,breakeven,14,breakout,88.9086,88.6709,0.3857,62.81,up
long,1771127999999,1771128899999,88.61,89.023714,0.68503,6.0701,10.0,0.283407,0.04856,0.234846,win,take_profit,13,engulfing,89.0237,88.6809,0.5171,55.63,up
long,1771134299999,1771135199999,89.75,89.8218,0.685487,6.1522,10.0,0.049218,0.049218,-0.0,loss,breakeven,18,trend_follow,90.2671,89.8218,0.6464,64.68,up
long,1771141499999,1771142399999,90.47,90.759821,0.680032,6.1522,10.0,0.197088,0.049218,0.14787,win,trailing_stop,16,breakout,90.9506,90.5424,0.6007,63.05,up
long,1771146899999,1771147799999,90.29,90.362232,0.68712,6.204,10.0,0.049632,0.049632,-0.0,loss,breakeven,13,ema_pullback,90.7877,90.3622,0.6221,57.3,up
short,1771163099999,1771163999999,87.39,86.914,0.709921,6.204,10.0,0.337923,0.049632,0.288291,win,take_profit,10,trend_follow,86.914,87.3201,0.595,29.32,neutral
short,1771178399999,1771179299999,86.42,86.070286,0.729565,6.3049,10.0,0.255139,0.050439,0.2047,win,take_profit,12,breakout,86.0703,86.3509,0.4371,36.08,neutral
short,1771205399999,1771206299999,85.98,85.569143,0.529737,4.5547,10.0,0.217646,0.036437,0.181209,win,take_profit,7,engulfing,85.5691,85.9112,0.5136,46.99,neutral
short,1771208999999,1771210799999,85.72,85.268571,0.75128,6.44,10.0,0.339149,0.05152,0.28763,win,take_profit,11,engulfing,85.2686,85.6514,0.5643,42.38,neutral
short,1771212599999,1771214399999,84.9,85.202143,0.770394,6.5406,10.0,-0.232769,0.052325,-0.285094,loss,stop_loss,16,breakout,84.4971,85.2021,0.5036,31.79,neutral
short,1771252199999,1771253099999,83.68,84.122286,0.769701,6.4409,10.0,-0.340428,0.051527,-0.391955,loss,stop_loss,17,breakout,83.0903,84.1223,0.7371,29.26,down
short,1771256699999,1771258499999,83.0,83.466714,0.759479,6.3037,10.0,-0.35446,0.050429,-0.404889,loss,stop_loss,17,breakout,82.3777,83.4667,0.7779,26.54,down
short,1771324199999,1771325099999,85.1,85.03192,0.724085,6.162,10.0,0.049296,0.049296,-0.0,loss,breakeven,15,breakout,84.8297,85.0319,0.3379,25.18,neutral
short,1771332299999,1771333199999,85.16,84.879429,0.723575,6.162,10.0,0.203014,0.049296,0.153719,win,take_profit,11,ema_pullback,84.8794,85.0919,0.3507,32.11,down
short,1771348499999,1771350299999,83.63,83.563096,0.743246,6.2158,10.0,0.049726,0.049726,-0.0,loss,breakeven,14,ema_pullback,82.9889,83.5631,0.8014,37.8,down
long,1771355699999,1771356599999,85.59,85.658472,0.726226,6.2158,10.0,0.049726,0.049726,-0.0,loss,breakeven,11,breakout,86.2214,85.6585,0.7893,65.94,neutral
long,1771373699999,1771374599999,85.39,85.190286,0.519948,4.4398,10.0,-0.103841,0.035519,-0.13936,loss,stop_loss,9,trend_follow,85.6563,85.1903,0.3329,55.71,neutral
short,1771378199999,1771379099999,84.17,84.005357,0.732683,6.167,10.0,0.120631,0.049336,0.071295,win,trailing_stop,13,retest,83.8969,84.1027,0.3414,28.92,neutral
long,1771403399999,1771404299999,85.7,85.528571,0.722514,6.1919,10.0,-0.12386,0.049536,-0.173395,loss,stop_loss,14,breakout,85.9286,85.5286,0.2857,65.91,neutral
long,1771406099999,1771408799999,85.69,85.495,0.511083,4.3795,10.0,-0.099661,0.035036,-0.134697,loss,stop_loss,9,trend_follow,85.95,85.495,0.325,70.77,neutral
