side,entry_time,exit_time,entry_price,exit_price,quantity,margin,leverage,gross_pnl,fees,net_pnl,result,exit_reason,signal_score,pattern_type,tp_price,sl_price,atr_at_entry,rsi_at_entry,htf_trend
short,1771412399999,1771413299999,84.26,83.986857,0.722064,6.0841,10.0,0.197227,0.048673,0.148554,win,take_profit,16,retest,83.9869,84.1926,0.3414,39.42,neutral
short,1771415099999,1771415999999,83.34,83.017143,0.736274,6.1361,10.0,0.237711,0.049089,0.188622,win,take_profit,17,engulfing,83.0171,83.2733,0.4036,19.03,down
short,1771424999999,1771425899999,82.25,82.550429,0.754058,6.2021,10.0,-0.22654,0.049617,-0.276157,loss,stop_loss,18,breakout,81.8494,82.5504,0.5007,23.06,down
short,1771431299999,1771432199999,82.25,82.1842,0.742306,6.1055,10.0,0.048844,0.048844,-0.0,loss,breakeven,16,ema_pullback,81.758,82.1842,0.615,41.38,down
short,1771439399999,1771440299999,81.74,81.263429,0.746938,6.1055,10.0,0.355969,0.048844,0.307125,win,take_profit,14,engulfing,81.2634,81.6746,0.5957,39.75,down
short,1771502399999,1771503299999,81.24,80.938286,0.764766,6.213,10.0,0.230741,0.049704,0.181037,win,take_profit,12,trend_follow,80.9383,81.175,0.3771,35.21,down
short,1771505099999,1771505999999,81.04,80.741714,0.774473,6.2763,10.0,0.231014,0.050211,0.180803,win,take_profit,15,trend_follow,80.7417,80.9752,0.3729,36.0,down
short,1771507799999,1771508699999,80.26,79.937143,0.789884,6.3396,10.0,0.25502,0.050717,0.204303,win,take_profit,21,retest,79.9371,80.1958,0.4036,31.08,down
short,1771514099999,1771514999999,80.19,80.125848,0.79949,6.4111,10.0,0.051289,0.051289,0.0,win,breakeven,15,trend_follow,79.7734,80.1258,0.5207,31.11,down
short,1771528499999,1771529399999,81.75,81.6846,0.560167,4.5794,10.0,0.036635,0.036635,-0.0,loss,breakeven,6,engulfing,81.1951,81.6846,0.6936,63.34,neutral
long,1771551899999,1771552799999,83.1,82.865571,0.551067,4.5794,10.0,-0.129186,0.036635,-0.165821,loss,stop_loss,9,trend_follow,83.4126,82.8656,0.3907,62.78,neutral
long,1771558199999,1771559099999,83.21,83.276568,0.763499,6.3531,10.0,0.050825,0.050825,0.0,win,breakeven,10,trend_follow,83.5157,83.2766,0.3821,60.92,neutral
